words,spell,correct,frequency
satrt,"['start', 'start', 'start']",start,45
save,"['save', 'safe', 'safe']",save,2
sc,"['sc', 'scs', 'scba']",scaffolding,322
scaaffolding,['scaffolding'],scaffolding,20
scada,"['scada', 'soda', 'scba']",scaffolding,37
scaff,"['scaff', 'scba', 'scan']",scaffolding,9
scaffding,"['scaffording', 'scaffording', 'scaffording']",scaffolding,2
scaffffolding,['scaffolding'],scaffolding,10
scafffold,['scaffolding'],scaffolding,20
scafffolding,['scaffolding'],scaffolding,20
scaffloding,"['scafflolding', 'scaffording', 'scaffording']",scaffolding,22
scafflolding,"['scafflolding', 'scaffolding', 'scaffolding']",scaffolding,17
scaffoding,"['scaffording', 'scaffording', 'scaffording']",scaffolding,33
scaffodling,"['scaffording', 'scaffording', 'scaffording']",scaffolding,7
scaffoiding,"['scaffording', 'scaffording', 'scaffording']",scaffolding,13
scaffol,"['scaff', 'scaffolding', 'scaffolding']",scaffolding,2
scaffold,['scaffolding'],scaffolding,20
scaffold,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,61
scaffoldding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,3
scaffoldig,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,3
scaffoldind,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,7
scaffolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,2577
scaffoldingpsv,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,2
scaffoldingstanding,"['scaffolding standing', 'sccaffolding standing', 'scaffolding']",scaffolding standing,9
scaffolidng,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,6
scaffording,"['scaffording', 'scaffording', 'scaffording']",scaffolding,42
scafld,['scaffolding'],scaffolding,20
scafloding,"['scafflolding', 'scaffording', 'scaffording']",scaffolding,4
scaflolding,"['scafflolding', 'scaffolding', 'scaffolding']",scaffolding,6
scafold,['scaffolding'],scaffolding,20
scafolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,14
scafollding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,2
scafoolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,5
scale,"['scale', 'cable', 'scaner']",scale,2
scalffolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,2
scan,"['scan', 'scaner', 'scba']",scan,129
scaner,"['scaner', 'scanner', 'scan']",scanner,14
scanner,"['scanner', 'scaner', 'scan']",scanner,16
scanvisual,"['scan visual', 'visual', 'visual']",scan visual,2
scba,"['scba', 'scan', 'scrap']",scrap,2
sccaffolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,3
sccaffoldingstanding,"['sccaffolding standing', 'scaffolding standing', 'scaffolding']",sccaffolding standing,2
sce,"['se', 'sc', 'space']",cse,20
sceen,"['screen', 'screen', 'cement']",screen,2
scffolding,"['scaffolding', 'scaffolding', 'scaffolding']",scaffolding,2
scond,"['suction', 'soda', 'section']",second,2
scope,"['scope', 'slope', 'slope']",scope,91
scopepaut,"['scope', 'operate', 'compact']",scope aut,2
scopeutm,"['scope', 'computer', 'slope']",scope utm,6
scrap,"['scrap', 'sap', 'trap']",scrap,11
screen,"['screen', 'screen', 'cement']",screen,46
scrubber,"['scrubber', 'rubber']",scrubber,3
seal,"['seal', 'seat', 'special']",seal,373
sealpot,"['spot', 'slot', 'seat']",seal pot,9
seat,"['seat', 'set', 'stat']",seat,4
section,"['section', 'suction', 'inspection']",section,3
select,"['select', 'selector', 'electro']",select,3
selector,"['selector', 'select', 'electro']",selector,5
sensor,"['sensor', 'sensors', 'vendor']",sensor,72
sensors,"['sensors', 'sensor', 'vendor']",sensors,3
sep,"['sep', 'step', 'se']",september,2
sequence,"['sequence', 'silencer', 'silencer']",sequence,6
servay,"['spray', 'spray', 'spray']",survey,5
server,"['server', 'sever', 'service']",server,14
servey,"['survey', 'survey', 'survey']",survey,46
service,"['service', 'server', 'device']",service,46
set,"['set', 'seat', 'st']",set,87
setpoint,"['setpoint', 'point', 'spot']",setpoint,14
setting,"['setting', 'testing', 'station']",setting,9
setup,"['setup', 'set', 'sep']",setup,92
sever,"['sever', 'server', 'user']",sever,2
shadow,"['shadow', 'show', 'shutdown']",shadow,2
shaft,"['safety', 'safety', 'soft']",safety,3
sheel,"['wheel', 'steel', 'shell']",wheel,2
sheet,"['sheet', 'sheet', 'sheets']",sheet,1703
sheets,"['sheets', 'sheet', 'sheet']",sheets,14
shell,"['shell', 'shield', 'shoe']",shell,22
shelter,"['shelter', 'heater', 'splitter']",shelter,2
shield,"['shield', 'held', 'shell']",shield,23
shim,"['shim', 'hm', 'hi']",shim,2
shock,"['shock', 'stock', 'stock']",shock,2
shoe,"['shoe', 'shower', 'show']",shoe,14
shop,"['shop', 'stop', 'stop']",shop,75
shore,"['shoe', 'storke', 'shower']",shoe,2
show,"['show', 'shower', 'shadow']",show,37
shower,"['shower', 'show', 'shoe']",shower,3
shps,"['shps', 'shop', 'ss']",shps,13
shpschange,"['change', 'change', 'change']",shps change,3
shustdown,"['shutdown', 'shutdown', 'shadow']",shutdown,2
shut,"['shut', 'ut', 'st']",shut,21
shutdown,"['shutdown', 'shutdown', 'shadow']",shutdown,45
side,"['side', 'slide', 'inside']",side,37
siet,"['set', 'size', 'site']",site,2
sigh,"['sight', 'sight', 'high']",sight,8
sighglass,"['sightglass', 'sightglass', 'glass']",sightglass,3
sight,"['sight', 'sight', 'light']",sight,23
sightglass,"['sightglass', 'sightglass', 'sight']",sightglass,4
sign,"['signal', 'signal', 'signal']",signal,19
signal,"['signal', 'signal', 'signal']",signal,76
signel,"['signal', 'signal', 'signal']",signal,5
silencer,"['silencer', 'silencer', 'sticker']",silencer,8
silensor,"['sensor', 'sensors', 'silencer']",silencer,7
silica,"['silica', 'silicone', 'replica']",silica,45
silicagel,"['silica', 'silicone', 'village']",silica gel,2
silicone,"['silicone', 'silica', 'positioner']",silicone,12
sim,"['shim', 'sodium', 'simple']",sim,2
simple,"['simple', 'sample', 'sample']",simple,10
site,"['site', 'site', 'onsite']",site,842
sitesce,"['site', 'site', 'steel']",site,20
sitesurvey,"['site survey', 'survey', 'survey']",site survey,12
sitesurway,['site survey'],site survey,2
sitett,"['site', 'site', 'set']",site,2
size,"['size', 'site', 'site']",size,2
slag,"['slag', 'flag', 'flag']",slag,51
slam,"['slag', 'lamp', 'steam']",slag,2
slide,"['slide', 'side', 'slugde']",slide,9
sling,"['sling', 'swing', 'swing']",sling,27
slop,"['slope', 'slope', 'stop']",slope,4
slope,"['slope', 'slope', 'scope']",slope,48
slot,"['slot', 'lot', 'spot']",slot,3
slude,"['slugde', 'sludge', 'sludge']",slugde,84
sludge,"['sludge', 'sludge', 'slugde']",sludge,192
slugde,"['slugde', 'sludge', 'sludge']",slugde,11
sma,"['sa', 'sfa', 'sap']",smoke,3
smoke,"['smoke', 'stroke', 'stroke']",smoke,2
snoop,"['snoop', 'stop', 'stop']",snoop,2
so,"['so', 'sov', 'hso']",so,10
soap,"['soap', 'sap', 'stop']",soap,4
soc,"['so', 'sc', 'stock']",so,5
sock,"['stock', 'stock', 'shock']",stock,2
socket,"['socket', 'socket', 'socket']",socket,3
soda,"['soda', 'soap', 'solar']",soda,14
sodalime,"['sodium', 'soda', 'slide']",sodalime,2
sodium,"['sodium', 'soda', 'shim']",sodium,7
soft,"['soft', 'spot', 'soot']",soft,9
software,"['software', 'soft', 'firmware']",software,15
sola,"['solar', 'solar', 'solo']",solar,3
solar,"['solar', 'solar', 'isolator']",solar,59
solenoid,"['solenoid', 'solenoid', 'solo']",solenoid,22
solinoid,"['solenoid', 'solenoid', 'solo']",solenoid,9
solo,"['solo', 'soot', 'slot']",solo,3
soot,"['soot', 'spot', 'solo']",soot,8
sounding,"['sounding', 'grounding', 'standing']",sounding,18
space,"['space', 'space', 'spacer']",space,248
spaced,"['space', 'space', 'spacer']",space,2
spacer,"['spacer', 'space', 'space']",spacer,11
spacial,"['special', 'special', 'special']",special,2
spacp,"['space', 'space', 'sap']",space,11
spade,"['spade', 'spare', 'space']",spade,7
spare,"['spare', 'spark', 'spade']",spare,16
spark,"['spark', 'spare', 'spacer']",spark,9
spary,"['spray', 'spray', 'spray']",spray,2
spay,"['spray', 'spray', 'spray']",spray,10
spc,"['sc', 'pc', 'space']",space,3
speaker,"['spacer', 'breaker', 'stopleak']",speaker,2
spec,"['special', 'special', 'special']",special,3
special,"['special', 'special', 'special']",special,8
spectacle,"['spectacle', 'special', 'special']",spectacle,2
spection,"['section', 'inspection', 'inspection']",section,2
speed,"['speed', 'inspected', 'used']",speed,13
spill,"['spill', 'special', 'special']",spill,10
splitter,"['splitter', 'site', 'site']",splitter,2
spool,"['spool', 'spools', 'spoon']",spool,802
spools,"['spools', 'spool', 'spoon']",spools,364
spoon,"['spoon', 'spool', 'spools']",spoon,13
sportlight,"['sportlight', 'streetlight', 'sight']",sportlight,2
spot,"['spot', 'pot', 'soot']",spot,2
spray,"['spray', 'spray', 'spray']",spray,44
spring,"['spring', 'springer', 'ring']",spring,8
springer,"['springer', 'spring', 'strainer']",springer,3
stabilizer,"['totalizer', 'strainer', 'strainer']",stabilizer,5
stack,"['stack', 'stock', 'stock']",stack,46
stage,"['stage', 'storage', 'storage']",stage,11
stainer,"['strainer', 'strainer', 'strainer']",strainer,4
stainless,"['stainless', 'strainer', 'strainer']",stainless,4
stall,"['install', 'install', 'install']",install,83
stallinsulation,"['insulation', 'insulation', 'insulation']",install insulation,7
stallscaffolding,"['scaffolding', 'scaffolding', 'scaffolding']",install scaffolding,2
stanchion,"['station', 'station', 'standing']",stanchion,30
stand,"['stand', 'sand', 'standing']",stand,66
standard,"['standard', 'stand', 'sand']",standard,8
standby,"['stand by', 'stand', 'sand']",stand by,3
standing,"['standing', 'stand', 'sounding']",standing,38
stanner,"['scanner', 'strainer', 'strainer']",scanner,4
star,"['start', 'start', 'start']",start,3
stargenerator,"['start generator', 'generator', 'generator']",start generator,6
stargennerator,"['start generator', 'generator', 'generator']",start generator,4
start,"['start', 'start', 'start']",start,615
startgen,"['start', 'start', 'start']",start,2
startgenerator,"['restart generator', 'generator', 'generator']",start generator,7
stat,"['stat', 'start', 'start']",stat,3
static,"['static', 'stat', 'station']",static,18
station,"['station', 'station', 'rotation']",station,32
status,"['status', 'stat', 'start']",status,21
std,"['stud', 'st', 'stand']",standard,3
ste,"['step', 'stem', 'site']",steam,5
steam,"['steam', 'steam', 'stream']",steam,731
steamtrap,"['steam trap', 'steam', 'steam']",steam trap,6
steel,"['steel', 'step', 'stem']",steel,3
stem,"['stem', 'steam', 'steam']",stem,21
step,"['step', 'sep', 'temp']",step,52
sticker,"['sticker', 'kicker', 'timer']",sticker,45
stock,"['stock', 'stock', 'stack']",stock,7
stoke,"['stroke', 'stroke', 'stroke']",stroke,9
stop,"['stop', 'stop', 'top']",stop,392
stopleak,"['stopleak', 'stopper', 'stop']",stopleak,11
stopper,"['stopper', 'hopper', 'copper']",stopper,12
storage,"['storage', 'storage', 'stage']",storage,18
store,"['storke', 'storage', 'storage']",store,5
stork,"['storke', 'stock', 'stock']",storke,6
storke,"['storke', 'stroke', 'stroke']",storke,5
str,"['tr', 'st', 'start']",strainer,1827
strain,"['train', 'strainer', 'strainer']",train,5
strainer,"['strainer', 'strainer', 'strainer']",strainer,284
stram,"['stream', 'stream', 'steam']",stream,3
stream,"['stream', 'stream', 'steam']",stream,6
streetlight,"['streetlight', 'sportlight', 'retighten']",streetlight,7
strianer,"['strainer', 'strainer', 'strainer']",strainer,2
striping,"['striping', 'spring', 'piping']",striping,2
stripping,"['striping', 'wrapping', 'spring']",striping,9
stroage,"['storage', 'storage', 'stage']",storage,2
strock,"['stock', 'stock', 'stroke']",stock,5
strok,"['stroke', 'stroke', 'stroke']",stroke,4
stroke,"['stroke', 'stroke', 'stroke']",stroke,148
structur,"['structure', 'structure', 'rupture']",structure,3
structure,"['structure', 'structure', 'rupture']",structure,34
strut,"['start', 'start', 'start']",start,14
stst,"['stat', 'tt', 'start']",start,2
stud,"['stud', 'stand', 'st']",stud,16
sub,"['sb', 'submit', 'sab']",submit,71
submitted,"['submitted', 'submit', 'site']",submitted,2
substation,"['station', 'station', 'suction']",substation,6
suction,"['suction', 'section', 'junction']",suction,39
sue,"['se', 'surge', 'surge']",survey,2
suevey,"['survey', 'survey', 'survey']",survey,6
sugre,"['surge', 'surge', 'survey']",surge,3
sulfur,['sulfur'],sulfur,2
sum,"['utm', 'umc', 'submit']",sum,2
supoort,"['support', 'support', 'support']",support,2
suport,"['support', 'support', 'support']",support,4
supper,"['upper', 'support', 'support']",supply,2
supply,"['supply', 'supply', 'support']",supply,24
suppor,"['support', 'support', 'support']",support,2
support,"['support', 'support', 'support']",support,1581
supports,"['supports', 'support', 'support']",supports,8
surface,"['surface', 'face', 'furnace']",surface,2
surge,"['surge', 'surge', 'purge']",surge,120
survay,"['survey', 'survey', 'survey']",survey,21
surver,"['survey', 'survey', 'survey']",survey,8
survey,"['survey', 'survey', 'survey']",survey,618
survy,"['survey', 'survey', 'survey']",survey,5
surway,"['spray', 'spray', 'spray']",survey,6
surwey,"['survey', 'survey', 'survey']",survey,3
swg,"['wg', 'swing', 'swing']",swing,30
swgr,"['wg', 'swing', 'swing']",swing,25
swich,"['switch', 'switch', 'switching']",switch,2
swing,"['swing', 'swing', 'swing']",swing,1217
swingblind,"['swing blind', 'swing', 'swing']",swing blind,33
switch,"['switch', 'switch', 'with']",switch,112
switchgear,"['switchgear', 'switch', 'switch']",switch gear,18
switching,"['switching', 'switch', 'switch']",switching,49
swith,"['switch', 'switch', 'with']",switch,2
swl,"['switch', 'switch', 'with']",switch,5
swp,"['wp', 'svp', 'spv']",swp,2
system,"['system', 'systems', 'stem']",system,100
systems,"['systems', 'system', 'stem']",systems,2
tacing,"['tracing', 'tracking', 'tracking']",tracing,7
tack,"['stack', 'task', 'tank']",track,3
tag,"['tag', 'tg', 'ta']",tag,171
tagging,"['tagging', 'aging', 'tracing']",tagging,2
tagline,"['tagline', 'line', 'line']",tagline,2
tail,"['tail', 'tailed', 'thai']",tail,22
tailed,"['tailed', 'tail', 'tle']",tailed,3
take,"['take', 'task', 'tank']",take,31
talk,"['talk', 'walk', 'task']",talk,14
tank,"['tank', 'task', 'talk']",tank,154
tap,"['trap', 'ta', 'tpm']",trap,2
tape,"['type', 'trap', 'take']",tape,20
tas,"['task', 'ta', 'as']",task,4
task,"['task', 'tank', 'talk']",task,5
tast,"['test', 'test', 'test']",test,4
team,"['team', 'steam', 'steam']",team,10
teat,"['test', 'test', 'test']",test,12
tee,"['te', 'ee', 'steel']",telephone,2
telephone,['telephone'],telephone,3
temp,"['temp', 'utmp', 'team']",temperature,157
temperature,"['temperature', 'temporary', 'temporary']",temperature,3
tempo,"['temp', 'temporary', 'temporary']",temporary,35
temporary,"['temporary', 'temporary', 'temperature']",temporary,3
ter,"['tr', 'te', 'water']",terminal,2
terminal,"['terminal', 'thermal', 'thermal']",terminal,20
tes,"['test', 'test', 'test']",test,2
tese,"['test', 'test', 'test']",test,4
test,"['test', 'test', 'test']",test,2045
testcleaningrefill,"['cleaning refill', 'cleaning refill', 'cleaning']",test cleaning refill,2
testing,"['testing', 'existing', 'test']",testing,3
testoverhaul,"['overhaul', 'overhaul', 'overhaul']",test overhaul,3
testrun,"['tes trun', 'test', 'test']",test run,3
tfu,"['tfu', 'fcu', 'ctu']",tfu,198
thai,"['thai', 'tail', 'train']",thai,5
tharmal,"['thermal', 'thermal', 'terminal']",thermal,2
the,"['the', 'then', 'th']",the,4
then,"['then', 'the', 'tighten']",then,51
thermal,"['thermal', 'thermal', 'terminal']",thermal,119
thermalscan,"['thermal scan', 'thermoscan', 'thermal']",thermal scan,2
thermo,"['thermal', 'thermal', 'thermostat']",thermometer,19
thermoscan,"['thermoscan', 'thermal scan', 'thermostat']",thermo scan,13
thermostat,"['thermostat', 'thermoscan', 'thermal']",thermo stat,3
thickness,"['thickness', 'thickness', 'stainless']",thickness,42
thiknes,"['thickness', 'thickness', 'stainless']",thickness,2
thinkness,"['thickness', 'thickness', 'stainless']",thickness,3
through,"['through', 'break through', 'touch']",through,2
tia,"['tia', 'ta', 'ia']",tia,4
tic,"['tic', 'tc', 'toc']",tick,3
ticks,"['tic', 'ics', 'thickness']",ticks,3
tie,"['tie', 'time', 'te']",tie,153
tieing,"['testing', 'striping', 'wiring']",tieing,2
tig,"['tig', 'tg', 'tuning']",tick,4
tighten,"['tighten', 'retighten', 'retighten']",tighten,24
tightenrecheck,"['tighten', 'recheck', 'recheck']",tighten recheck,3
time,"['time', 'timer', 'tie']",time,3
timer,"['timer', 'time', 'tie']",timer,4
tirp,"['trip', 'trip', 'trap']",trip,5
to,"['to', 'top', 'toe']",to,847
toc,"['toc', 'to', 'tc']",toc,26
toe,"['toe', 'to', 'te']",toe,10
tolley,"['trolley', 'trolley', 'toe']",trolley,2
ton,"['to', 'on', 'top']",to,5
tool,"['tool', 'to', 'spool']",tool,14
tools,"['tool', 'tls', 'spools']",tool,2
top,"['top', 'stop', 'stop']",top,127
torque,"['torque', 'torque meter', 'toe']",torque,175
torquebolt,"['torque', 'torque meter']",torque bolt,2
torquemeter,"['torque meter', 'torque', 'thermometer']",torque meter,3
torsional,"['torsional', 'terminal', 'signal']",torsional,2
totalizer,"['totalizer', 'container', 'tagline']",totalizer,2
touch,"['touch', 'toc', 'through']",touch,13
tower,"['tower', 'power', 'toe']",tower,137
tpm,"['tpm', 'pm', 'wtm']",tpm,9
tracing,"['tracing', 'tracking', 'tracking']",tracing,244
train,"['train', 'tracing', 'rasin']",train,4
training,"['remaining', 'tracing', 'train']",remaining,8
tramp,"['trap', 'amp', 'stream']",trap,4
trans,"['train', 'transfer', 'transfer']",trans,6
transfer,"['transfer', 'transfer', 'transformer']",transfer,15
transformer,"['transformer', 'transfer', 'transfer']",transformer,43
transition,"['transition', 'transmitter', 'transmitter']",transition,8
transmeter,"['transmitter', 'transmitter', 'transmitter']",transmitter,4
transmister,"['transmitter', 'transmitter', 'transmitter']",transmitter,3
transmiter,"['transmitter', 'transmitter', 'transmitter']",transmitter,9
transmitter,"['transmitter', 'transmitter', 'transmitter']",transmitter,523
transmitteragging,"['transmitter', 'transmitter', 'transmitter']",transmitter aging,7
transmittercheck,"['transmitter check', 'transmitter', 'transmitter']",transmitter check,2
transport,"['transport', 'transport', 'transfer']",transport,2
transpot,"['transport', 'transport', 'trap']",transport,11
trap,"['trap', 'trip', 'trip']",trap,203
trapstop,"['trap stop', 'trap', 'transition']",trap stop,2
